Date,Description,Name,Reting,rating_count,reviews_count,label
" October 21, 2016",People were nice but servings way too small-had to go eat across the street after brunch,Marcella L.,3,33,15,1
" September 28, 2016",Our favorite place. Always a special meal!,Michael M.,5,14,10,1
" September 26, 2016",Always excellent!,Marie M.,5,18,2,1
" September 15, 2016","Hugo was magnificent... He knew the menu so well, and was very fun to talk with.",Maxwell M.,5,3,2,1
" September 11, 2016","Me and my girlfriend had an exceptional time. Thankyou to Hugo our server. He was a great host, vey personable and genuinely eager to make sure we were completely satisfied. We drove an hour away but it was completely worth it. It is very rare to find employee such as himself. Hugo thanks to you, we will definitely be returning!!",Stanley D.,5,8,3,1
" September 2, 2016",Met my mom & aunts there for a ladies night out. Had an awesome time. Food was great & service was on point. We'd all definitely go back.,Karla A.,4,2,1,1
" July 23, 2016",Amazingly delicious food and friendly staff!! Def a must go if you love good food!!,Dena,5,8,4,1
" July 21, 2016",Awesome food combined with a great atmosphere,S M.,5,10,1,1
" July 14, 2016",Everything is awesome,Jonathan I.,5,19,7,1
" July 11, 2016",Great food,Patti Lyn D.,5,8,5,1
" July 7, 2016",Everything is delicious!,Lillian C.,5,52,45,1
" July 5, 2016",Took my vegetarian daughter to share my voucher and the waiter (maybe the owner?) was very helpful to find dishes she could order ... and he steered us into getting fried Oreos (WOW!) and some super yummy cinnamon pastries with dipping sauces.,Daniela P.,5,23,18,1
" July 1, 2016",Excellent meal . Great drinks. Beef empanada was fresh and tasty. Owner very friendly and accommodating. Recommend pate seating.,Mark A.,5,6,5,1
" June 26, 2016",Tasty small bites -not so small!,Sara K.,5,10,9,1
" June 22, 2016",Interesting and very good food,Fran G.,5,49,8,1
" June 19, 2016","great place, great food excellent service",Bruce S.,5,7,6,1
" June 11, 2016",The fried Oreos are amazing. The peanut butter cup empanadas are also great. Mango shrimp quesadilla was very good.,Christopher S.,5,2,1,1
" June 9, 2016","Our first time dining at Vinoco and we were very pleased with everything. Food was excellent , We ordered the pork adobo empanadas, the fish tacos and the chicken and steak skewers for our main meal and Churos and coffee for dessert. 

Atmosphere was pleasing, Great guitar playing singer, Kurt, sang nice dinner background  songs. 

Our server, Hugo, was attentive and friendly, helpful with suggestions. 
All combined it made for a fun and enjoyable dining experience. Would absolutely recommend and we are looking forward to our next visit, we already have our meals picked out.",Barbara P.,5,23,13,1
" May 13, 2016",Absolutely delicious food!,Charles C.,5,75,57,1
" May 11, 2016",An absolutely great place.  Food was delicious.,Wendy J.,5,5,1,1
" May 8, 2016",This place is a gem! The food is incredible!,Jonathan I.,5,19,7,1
" April 29, 2016",Best Tapas on Long Island. Great staff and service. Felt like I was eating in New York City...simply awesome.,Raj,5,1,1,1
" April 22, 2016","The octopus, avoocado, rice roll was amazing. The service was very warm and friendly",Robert L.,5,43,7,1
" April 9, 2016","Good food, great service!! Will definitely go back again",Liz C.,5,28,12,1
" March 22, 2016","Nice Atmosphere, food was pretty good. Wine selection wasn't that great. The waiter was attentive and brought the food very fast",Anastasiia R.,5,4,3,1
" March 20, 2016",Everything eas delicious,Shanna A.,5,8,5,1
" March 16, 2016",The food is amazing! I would defiantly recommend going here!,Brooke J.,5,2,1,1
" March 10, 2016",Delicious and the owner and staff were fabulous !!,Caroline L.,5,1,1,1
" February 25, 2016",great ever changing menu will keep you coming back. This is certainly the type of place where you share everything with the table.,David S.,5,9,6,1
" February 19, 2016",great place....service is right on .,Bruce S.,5,7,6,1
" February 19, 2016",It's an excellent restaurant with wonderful service. I heartily recommend Vinoco,Michelle G.,5,14,6,1
" February 16, 2016",Try everything,Albert E.,5,24,6,1
" January 28, 2016","Very good food, deceptive in the amount (lots).  Artfully presented.  Will be returning.",Joanne H.,5,16,10,1
" January 18, 2016",Great food and wonderful service! The food was full of flavor and presented beautifully.  The waiter was SO nice! Definitely highly recommend,Ela J.,5,9,3,1
" January 14, 2016",Food was great and service was too!!,Catherine F.,5,9,3,1
" January 7, 2016",Good food and service 👍,Jessica G.,5,58,43,1
" January 6, 2016",Small place with good food and service but they push you to buy the must expensive wine and entrees.,Cory G.,5,33,25,1
" December 31, 2015",sangria sucks food rocks,Kelvin G.,5,18,11,1
" December 26, 2015",Outdoor seating in the back when weather is pleasant,James C.,5,7,1,1
" December 4, 2015",great place for wine & tapas,Roseann R.,5,7,3,1
" November 21, 2015",Awesome food!  Don't miss this place!,Janet A.,5,4,2,1
" November 19, 2015",nice date night location,Gennaro J.,5,102,50,1
" November 19, 2015",very helpful waitstaff,Erika A.,5,18,5,1
" November 18, 2015","Love this place, food is always good!",Christia C.,5,1,1,1
" November 14, 2015",Food was inventive and delicious!!,Jenn H.,5,4,2,1
" November 3, 2015","A little pricey but the food was excellent, we took kids but won't the next time lol",Patricia K.,5,5,1,1
" October 31, 2015",The food and service was vry njoyabl,Todd W.,5,6,4,1
" October 23, 2015",Get there hungry!  The food is delicious and filling,Eden F.,5,18,13,1
" October 10, 2015",Great food and friendly staff!,Lela S.,5,3,1,1
" October 10, 2015",It was delicious!!,Alejandra,5,6,1,1
" October 7, 2015",Very accommodating Excellent food and service!!!,Pennie F.,5,38,19,1
" September 12, 2015",Wear your eating pants!,Lorena B.,5,32,13,1
 Invalid date,"Service is amazing, owner even checks on table throughout dinner.  Food was great!  Set menu plus delicious daily specials. Empanadas not to be missed!",Esther C.,5,26,15,1
" September 5, 2015","The food was outstanding  Service was very good!  Will definitely go again  Try the ropa vieja empanadas, they are delicious!",Carmen A.,5,6,2,1
" August 27, 2015",Try to go when there is live music it adds to the experience,Jessica G.,5,28,4,1
 Invalid date,Sit on the patio if it's a cool night.,Cynthia R.,5,10,7,1
 Invalid date,Phenomenal food and drinks! Love this place!,Suzy S.,5,2,1,1
 Invalid date,"Great little hidden Gem, not a big selection but for the menu they do have is great. 
Mixed Skewers were good
Empanada (chicken or Spanish sausage)
Drinks were just as good 
Would highly recommend and they also have Live Music every wednesday",Derrick B.,5,3,3,1
 Invalid date,Great sangria and a tasty menu with interesting flavor combos,Christina C.,5,10,5,1
 Invalid date,Food is delicious & service is very friendly.,Jing Z.,5,36,13,1
 Invalid date,"This place is amazing!!!!!Every dish is better than the next!!!!  I am confident that everyone will find their favorite meal here!!!! Staff is great, drinks are great, food is great 
Enjoy!",Marci B.,5,3,1,1
 Invalid date,Everything we tried was delicious,Ruth K.,5,5,1,1
 Invalid date,Love the food here. The Tappas are full of amazing flavors. A lot of wonderful different choices on the menu. The Sangria is delicious. Paella is wonderful. The staff is great. I've never left disappointed. Every time I go I try something new.,Renee C.,5,1,1,1
 Invalid date,The paella is surprisingly good!,Sanin S.,5,2,1,1
 Invalid date,Try the daily specials,Marina G.,5,4,3,1
 Invalid date,"Amazing food, service was great, loved the ambiance. I would def go again",Sandra J.,5,13,7,1
 Invalid date,order a few items from the menu to start,Donna P.,5,32,15,1
 Invalid date,Unusual small plates are beautifully presented and the service was great. Vanilla Sushi-viche was outstanding.,Mark B.,5,51,22,1
 Invalid date,Great food; lousey parking before 6:00 pm. Everything is metered.,Carol Z.,5,2,2,1
 Invalid date,Try the Empanadas!!,Cathy H.,5,48,15,1
 Invalid date,Fabulous!!!!,Lisa K.,5,2,2,1
 Invalid date,Food is excelent and only outdone by their top notch and inviting staff as well as the owner Carlos being an incredible chef....it is a delight to dine there!!,Michael N.,5,5,1,1
 Invalid date,Empenadas are amazing,Paul S.,5,1,1,1
 Invalid date,"Wonderful experience. The waiter, all servers and the chef went out of their way to take care of us.  Beautiful presentation that matched the taste!",Michelle R.,5,12,5,1
 Invalid date,Everything was incredible. Food was amazingly delicious and hospitality was top of the line!,Angelina G.,5,5,2,1
 Invalid date,Plates are very small. Food is good. It reminded me of a mexica restaurant than Tapas & wine bar. Overall ok.,Frank P.,5,13,5,1
 Invalid date,It was very nice and the food is small. But good. The people are so so nice.,Rose R.,5,57,29,1
 Invalid date,"Very kind and pleasant service.
Skirt steak skillet is delicious.",Joyce K.,5,17,10,1
 Invalid date,Excellent food and service!! I will surely return!,Julie C.,5,12,6,1
 Invalid date,Delicious food! Great place! I'll be back for sure!!,Mary Beth F.,5,17,13,1
 Invalid date,"Good food, different from the norm!",Alisa V.,5,3,1,1
 Invalid date,"The quality of the food is excellent. The wait staff are all so nice, and treated us so well. They are super accommodating and the service is good. The atmosphere is very laid back, yet classy. It is great for people of all ages--and could be romantic for a date, or fun for a larger group. Very unusual menu items.  Highly recommend the Lobster roll and the Red wine sangria.",Anjali N.,5,6,4,1
 Invalid date,"Open minded about the combinations, the food is amazing!",Maria D.,5,3,1,1
 Invalid date,Eat here!,Pamela L.,5,4,2,1
 Invalid date,"Try everything , you will not be disappointed",Camilo R.,5,2,1,1
 Invalid date,Awesome food!! Awesome service. The best place in town!,Ximena S.,5,1,1,1
 Invalid date,Pace your ordering so that all the delicious items don't come out at the same time.,Susan F.,5,1,1,1
 Invalid date,Excellent food and service.,Deirdre L.,5,13,8,1
 Invalid date,Great service and great good.,John,5,2,1,1
 Invalid date,"All the food we ordered was delicious. Flavor was creative and refreshing. Hanger steak stir fry is great. Only that the portion is a little small, so be prepared to try a lot of dishes.",Yinghui D.,5,1,1,1
 Invalid date,"Nice menu selection, lovely atmosphere, very good food!",Lisa P.,5,4,3,1
 Invalid date,Good food but not too many vegetarian options.,Dhruvi P.,5,4,3,1
 Invalid date,Be open minded and try different items. All are great.,Eugene R.,5,1,1,1
 Invalid date,Excellent food!!,Michele G.,5,8,3,1
 Invalid date,"We went on a Friday evening and it was very crowded, the place is on the small side and congested , a little on the noisy side as well, however the food was OUTSTANDING ! Definitely try this place but I suggest on an off night such as a Tuesday or Wednesday .",Charles C.,5,75,57,1
 Invalid date,Great food - very unique,Thomas S.,5,4,1,1
 Invalid date,Great food and even better staff love it!!!,Lisa B.,5,29,1,1
 Invalid date,Food is incredible! The staff are extremely personable. If it's busy and you have to wait then do so because it's well worth the wait. Chicken cordon blue is delicious & their fried Oreos are to die for.,Medgine G.,5,4,4,1
 Invalid date,excellent food,Christina B.,5,8,1,1
 Invalid date,"great food, great service, We love this place and will definitely go back again.",Lori D.,5,11,5,1
 Invalid date,D+B307efinitely recommend! Amazing and delicious!,Michelle R.,5,11,7,1
 Invalid date,"Wow, what can I say, the experience at Vinoco was excellent. From Carlos the Owner/Chef welcoming us to the restaurant was so warming, And Hugo ( our personal Waiter that took care of us so well) he was so great, he explained all the dishes I asked him about. He was very friendly and personable, courteous. The food, was THE BEST, OMG, I will be there on Tuesday again. Please if anybody is reading this, Go to Vinoco, it is a wonderful experience, and you will love the food. :)",Samuel L.,5,63,31,1
 Invalid date,"Brilliant place, excellent ceviche.  Owner is always present, friendly, and willing to discuss the food if you so desire.  Pricing is good.  Will certainly return.",Lennox D.,5,1,1,1
 Invalid date,The food is very different and good for sharing.,Toni S.,5,11,4,1
 Invalid date,"Amazing fun. The food is absolutely delicious...not low calorie or health conscious ... But a definite ""must go"" !",Lisa P.,5,5,3,1
 Invalid date,"The service was excellent the waiter was very helpful and made you feel comfortable,.. the chef / i think owner walked by and said hello. So  close to home and very friendly staff. I believe our waiter was the chef cousin. He was especially helpful thank you !",Darren M.,5,1,1,1
 Invalid date,Leave room for dessert,Robert S.,5,30,14,1
 Invalid date,Yummy food.  Wonderful and warm service.  Creative Menu!  Very helpful with accommodating gluten allergy.  I will be back! :),Claire L.,5,1,1,1
 Invalid date,"Not much ambience, but it's good for a casual dinner with friends. The service was good and their seafood paella was really good. Most of their tapas were tasty except I'd stay away from the prosciutto wrapped appetizer dish..it was way too salty.",Justina,5,1,1,1
 Invalid date,If you're in the area you absolutely have to stop in at vinoco. The food is amazing to say the least. Great service and friendly staff. I'm definitely going again... Really soon,Bethuel T.,5,1,1,1
 Invalid date,Get the hanger steak. It was amazing.,Lisa M.,5,1,1,1
 Invalid date,Excellent food and excellent service!  Loved it!,Nanci W.,5,11,8,1
 Invalid date,Be sure to make a reservation.  Food is delicious and service is quick!,Kristy N.,5,2,2,1
 Invalid date,Great meal!,Gina C.,5,1,1,1
 Invalid date,"come hungry, the food is delicious!!",Anne B.,5,8,3,1
 Invalid date,The food was amazing. The staff super nice. The chef came out to talk to us. I will definitely go back again very soon.,Julie C.,5,14,2,1
 Invalid date,Awesome food and Service.  Well worth the Groupon.,Philip G.,5,3,1,1
 Invalid date,I love this restaurant!,Kelly B.,5,8,5,1
 Invalid date,Great food,Michelle M.,5,1,1,1
 Invalid date,Get the fried Oreos!! Everything was great. Small portions of delicious food. Be sure to make a reservation,Melissa S.,5,25,7,1
 Invalid date,coupon is as is..... no problem,Lizbeth V.,5,11,6,1
 Invalid date,"I found the Food very innovative, interesting and delicious. The only negative is the ambiance! They have to make this a more appealing space!",Jaynee W.,5,2,2,1
 Invalid date,Expect small plates and big glasses of sangria.,Jordan P.,5,3,3,1
 Invalid date,This place isn't for the unadventurous. Most of the dishes have an assortment of seasonings and cream based sauces. If you're a steak& potatoes kind of person this isn't the place for you.Weak stomachs beware,NEETRA N.,5,14,12,0
 Invalid date,"Get the very cherry sangria, the paella lollipops and steak skewers",Tara D.,5,2,1,1
 Invalid date,Great food and great service.  Prices are reasonable too,Angelica V.,5,3,2,1
 Invalid date,Great food,Paul N.,5,1,1,1
 Invalid date,Make a reservation,Robert M.,5,3,2,1
 Invalid date,The hangar steak is amazing. Loved the pop sampler and fried Oreos for dessert is a must!,Diana B.,5,1,1,1
 Invalid date,"A bit noisy, but excellent tapas choices",Eva F.,5,1,1,1
 Invalid date,Try items you wouldn't normally order.  The combinations will thoroughly surprise and delight you.,Louis T.,5,26,21,1
 Invalid date,Food and service are great.  Sangria is worth the price.,Judith C.,5,4,2,1
 Invalid date,Large eclectic menu. Everything's great. Service friendly and attentive.,Lewis F.,5,1,1,1
 Invalid date,Check the menu and prices before you go,Bennie W.,5,9,2,1
 Invalid date,"Great food, great service and great atmosphere. A complete package.",Naudia C.,5,5,4,1
 Invalid date,"Excellent food and service.  I love, love, love Vinoco!",Penny A.,5,47,29,1
 Invalid date,expensive but good very small restaurant,Barbara H.,5,70,18,1
 Invalid date,"Great food, great service!",Kelly S.,5,2,1,1
 Invalid date,Great place! Drinks are a bit overpriced though!,Katharine,5,1,1,1
 Invalid date,Can't wait to go back,Mojgan F.,5,7,6,1
 Invalid date,Loved it - will absolutely be back!!!,Deirdre C.,5,14,6,1
 Invalid date,Would go back,Tina M.,5,12,3,1
 Invalid date,"Had a great time... Delicious food, friendly staff. Would definitely come back.",Jason M.,5,4,2,1
 Invalid date,can't wait to come back.,Katie C.,5,14,6,1
 Invalid date,Would love to go back,Hannah P.,5,20,8,1
 Invalid date,"This place is tiny. We went there on the hottest day of this summer. The air conditioning didn't seem enough, but the AMAZING food and accomadating service compensated this problem. We will definitely go back to this place.",Christina D.,5,2,1,1
 Invalid date,We had awesome service and our waiter was very knowledgeable about the food he was serving. Overall we had a great experience.,Andrea D.,5,10,5,1
 Invalid date,Delicious,Debbie R.,5,24,17,1
 Invalid date,This is a lovely restaurant!  You do a great job!,John B.,5,7,6,1
 Invalid date,I would serve the delicious sangria in a nicer glass . I would also slow down service alittle,Elizabeth,5,20,9,1
 Invalid date,"Excellent service and excellent food, definitely going back for more tapas.",Jorge C.,5,13,7,1
 Invalid date,"Loved the food, very tasty and flavorful. I hope they improve the Sangria and start serving pitchers of it.",Ari C.,5,4,3,1
 Invalid date,Will definitely return with friends.,,5,8,6,1
 Invalid date,We really liked the rustic and authentic feel. The only thing is that the waiter was getting confused with our order even though he had it written down so some other wait staff would come and confirm and check on us because there was a bit of a wait with every course even with wine. We did not mind and will come back.,Maia K.,5,3,3,1
 Invalid date,"Nice placement, great food. Restaurant a little small and cramped. You also have to order a lot of food on order to have enough, very pricey",Lisa G.,5,40,15,1
 Invalid date,This place is a must go,Joey,5,18,8,1
 Invalid date,There sangrias r tasty but not to strong,Melissa L.,5,9,7,1
 Invalid date,you should try to get a bigger location. Everything was amazing except for thee fact that we were all on top of each other,Sheril V.,5,7,4,1
 Invalid date,"A little over priced, but still very good",Lindsay M.,5,5,1,1
 Invalid date,We had an amazing meal and can't wait to go back,Kirsten Z.,5,6,3,1
 Invalid date,Friendly service and very accommodating. Food was great!,Linda M.,5,8,3,1
 Invalid date,We want to thank the chefs for a great experience. We sat at the counter and had a chance to chat with them as they worked their magic. The fabulous variety of foods we savoured will definitely have us coming back for more.,Jane P.,5,9,8,1
 Invalid date,"Excellent prices, food and customer service",Emily H.,5,6,2,1
 Invalid date,a great little place,Vanessa,5,1,1,1
 Invalid date,"Great service, fun atmosphere!",Pam C.,5,48,10,1
 Invalid date,Great restaurant---food was delicious,Daniela S.,5,4,1,1
 Invalid date,"Everything we ordered was wonderful, have recommended the restaurant to many friends and will definitely go again",Jeanne H.,5,5,4,1
 Invalid date,The food was incredible!!,Andrea D.,5,9,5,1
 Invalid date,"The service was attentive and courteous. The food was fabulous with alot of taste, but not overwhelming. My husband and I went there for the first time and will definitely be coming back to try other items on the menu.",Liz C.,5,10,3,1
 Invalid date,the food and the staff were amazing. My friend and i will definitely be coming back,Jennifer E.,5,5,3,1
 Invalid date,Great people!!,Fior J.,5,1,1,1
 Invalid date,Thank you for a wonderful evening.  We have not had such great tapas since we were in Barcelona a few years ago.  We will be back.,Wendy C.,5,10,8,1
 Invalid date,Bring back the salad trio,Gina M.,5,2,1,1
 Invalid date,Thank you for a beautiful mea,Linda H.,5,2,2,1
 Invalid date,"Your resturant was a very lovely place the chef and head waiter could not have been
any kinder or more helpful. We enjoyed our lunch. Thank you",Martha Y.,5,4,2,1
 Invalid date,Loved the food and our waitress,Rob S.,5,6,4,1
 Invalid date,We will be back soon!,Mirna H.,5,21,5,1
 Invalid date,"The staff was kind, welcoming and knew the menu well. Great food and fun atmosphere.",Maryl F.,5,24,12,1
 Invalid date,"amazing food, amazing service",Angela K.,5,3,1,1
 Invalid date,More sauces with tapas,Carlene S.,5,13,9,1
 Invalid date,"There needs to be more people helping out. I saw that there was a manager doing everything. A manaher's job is to oversee things. The person who they choose to hire must be bilingual. There was a very hard working man bussing tables, and attempted to take orders, but spoke such little English that pointing to the menu was the most effective method of getting an order taken.
The food is great and the people all work so hard. There is a need for more employees though. Maybe someone to just answer phones.",Kirsten W.,5,3,3,1
 Invalid date,Great unique space. Super busy yet attentive to guests. Great food and cocktails!,Kate,5,3,2,1
" January 28, 2018",Food is mediocre. The store (or just the table we were at?) had a faint smell of the gym. Couldn't tolerate that aroma.,Laura W.,2,6,2,0
" March 21, 2017","It was a tough experience. Be very cautious if you have a food allergy. After having told the waiter that I was allergic to shrimp, I still received the dish with shrimp in it. I ended up having to leave, rush home and take some benedryl because of the chefs neglect! Otherwise it would have been a dandy time.",Larry C.,1,9,4,0
" September 9, 2016",One time we fund fly from our food.,Ruth G.,1,3,3,0
" July 24, 2016","Everything is frozen and then fried to reheat. Weird musty smell and the place was not surprisingly empty. Not worth it, even with the groupon. The tapas are all priced like entrees. Total bust. :(",Rachel K.,1,9,1,0
" July 13, 2016",Food is generally not good here,Ethan R.,1,3,1,0
" March 23, 2016","The desserts and drinks were good, wasn't impressed with the rest of the food.",Alex M.,1,24,15,0
" March 4, 2016",The food was okay. Nothing was really hot. The flatbread was on the clunky side. Most items are very overpriced,Genna H.,1,43,18,0
" February 2, 2016",Portions are very small for the amount or money charged.,Nishan C.,1,5,3,0
" November 26, 2015",Small portions for the price,Timothy M.,1,83,36,0
" October 19, 2015",Food had a gaseous flavor to it  Tasted like BBQ with too much lighter fluid  Upset my stomach,Kiyam P.,1,1,1,0
" October 13, 2015",Very pricey but good food,Claudia W.,1,2,1,1
 Invalid date,I was extremely dissapointed with the service.  We waited 15 minutes and then had to ask for Hugo to come to our table to take our drink orders. Highly suggest adding another waiter or a bus boy.....,James C.,1,9,2,0
 Invalid date,Horrible service- waiter couldn't understand our order.  We did NOT receive the house tapas (supposed to be included with the purchase of the Groupon). Table of 4-ordered the 5 course tasting menu for $35.75/pp and received regular menu portion.,Chrisdon K.,1,1,1,0
 Invalid date,The servers were clueless. The food was terrible for the value barely got any food for the amount of money I spent. The sangria was horrible. The staff unprofessional. Will never go back.,Ali F.,1,10,4,0
 Invalid date,plates are way to small....i would not even pay groupon prices for this - i was starving after i left there,Ben V.,1,10,1,0
 Invalid date,"The pitcher of sangria was excellent, however, the food is not at all what it looks like from the online menu.",Mark T.,1,4,2,0
 Invalid date,"Apps high price for small food. Fine to go once, would not choose to go again.",Christine J.,1,19,12,0
 Invalid date,We were thrown into a table in the middle of the floor almost on top of the table next to us where the waiters couldn't even walk by without bumping into us. On top of it the food was not even decent. I would not return.,Elisa M.,1,3,2,0
 Invalid date,Sliders were the size of a quarter ridiculous for $13,Joseph N.,1,79,47,0
 Invalid date,For the quality of food they serve- it's overp,Rumana R.,1,1,1,0
 Invalid date,We made reservations and our table wasn't ready. They finally shoved us in a corner. Our order was repeatedly incorrect and we were finally rushed out because there was a large group waiting for our table even though they knew they didn't have room.,Angelica C.,1,5,4,0
 Invalid date,"I was so excited to go, I've heard wonderful things about things about the food.  The place is cute, the service outstanding.  The food all tasted pre prepared, cold, no flavor. I won't be back.",Yasmin B.,1,72,21,0
 Invalid date,Everything was full of mayonnaise and thick gloppy sauce on top. There was not one dish served that you could actually taste the food. I  got nauseous after tasting two different bites. If you are serving quality food you dont need to hide it.,Kim A.,1,2,2,0
 Invalid date,The waiter claimed you had to announce when reservation was made that you had a Groupon even though that wasn't mentioned as a requisite. They didn't want to honor the $38 off but ended up giving a house tapas after check was issued.,Jeannette C.,1,10,3,0
 Invalid date,"Don't eat meat, diabetic. All seafood had sweet sauce. Didnt try to alter.Told were using Groupon made a comment. Were meeting friends for dessert, went elsewhere. Eat out frequently and love small local places...did not feel welcome.",Sandra,1,6,4,0
 Invalid date,The sangria was just wine over ice with berries.  Was missing some key ingredients like Brandy and soda.  Some dishes were excellent (ceviche and skewers)  but others were a bit heavy.,Cristina T.,1,5,3,0
 Invalid date,Confusing good combinations.,Bernadette K.,1,11,5,0
 Invalid date,"Horrible service 
The waiter was unattentive and rude",Marissa N.,1,7,1,0
 Invalid date,"Paella was flat  tasting, under seasoned
Waiter was ""top notch""
Wine was excellent pour",Bernard D.,1,1,1,0
 Invalid date,Waiter was rude and inattentive.,Wesley R.,1,2,2,0
 Invalid date,"This was the worst service I've had. I'm embarrassed. Never coming back. Get new waiters. Your menu is ugly and ""dessert"" was spelled wrong. I have never had worst service in my entire life and I am embarrassed that I brought my friends w.",Sasha A.,1,12,2,0
 Invalid date,The food was not good or fresh.,Melanie R.,1,6,1,0
 Invalid date,"Way Overpriced.  Would Not Come Back And We Eat Out Multiple Times Per Wk.  Lower Your Prices And Increase Your Portions And Your Business Will Be Much Better, So You Won't Need To Keep Luring In People Through Groupon.  U Won't Get Much RepeAt Biz The Way You Are Doing It Now.  Good Luck!",Dina H.,1,13,7,0
 Invalid date,The food selection is very limited.  We asked for dessert and were told they do not offer dessert. What was offered for the groupon was not served.  We did not receive the house tapas only the entrees we ordered(which in my opinion were more like an appetizer).  The portions are so small you are left hungry.  The service was terrible.  The tables are tiny and you are sitting practically on top of the next person.,Jennifer,1,1,1,0
 Invalid date,They don't serve any tapas,Sara G.,1,4,2,0
 Invalid date,"Food tasted packaged, not fresh.",Patti S.,1,6,3,0
 Invalid date,"While the food and service were great, they did not honor my Groupon.",Carrie A.,1,20,6,1
