Date,Description,Name,Reting,rating_count,reviews_count,label,Price,Service,Food,Atmosphere,Location
 Invalid date,Wear comfortable shoe,Kristine D.,5,5,3,1,0,0,0,0,0
 Invalid date,We waited an additional 45 minutes at the wine pick up tent and the line tripled as we waited.  Unless the process is improved for next year - buy on the way out and carry your own wine.,Stephanie D.,5,2,2,1,0,0,0,0,0
 Invalid date,Designate a driver!  Great time to have!,Gary H.,5,1,1,1,0,0,0,0,0
 Invalid date,"Go early, a lot to try",Natalie R.,5,15,6,1,0,0,0,0,0
 Invalid date,Enjoyed the day and the events.  Looking forward to next year.,Donna L.,5,21,18,1,0,0,0,0,0
 Invalid date,Bring lots of Cash!,Jordana M.,5,11,7,1,1,0,0,0,0
 Invalid date,Bring address labels to stick on orders if picking up later or bring wine bag to carry wines if not picking up later. Waits are very long.,Monica D.,5,24,11,1,0,0,0,0,0
 Invalid date,"I thought the description was off.  After reading groupon and their(food & wine fest) website, I thought we would have to pay for food and drinks.  There was wine tasting included and samples of food. Larger amounts of food cost extra and water or soda cost.  Great time, Saturday was very warm but under cover.",Adrienne T.,5,3,2,1,1,0,1,0,0
 Invalid date,"I appreciate the deals on groupon
thank you",Komila P.,5,1,1,1,1,0,0,0,0
 Invalid date,They were very stingy pouring wine. I hope they change that next year.,Michael B.,5,4,3,1,0,0,1,0,0
 Invalid date,had fun. the groupon is def worth it,Barbara M.,5,3,3,1,1,0,0,0,0
 Invalid date,Plan on getting there early and spend the entire day...well worth it.,Donna G.,5,2,1,1,0,0,0,0,0
 Invalid date,Get there early and park and go in the back entrance,Mary H.,5,1,1,1,0,0,0,0,0
 Invalid date,Don't do pickup service unless you have a lot of heavy items. Takes wayyyy to much time on line.,Kristina M.,5,3,2,1,0,1,0,0,0
 Invalid date,Food choices were a little disappointing.  I suggest eating before arrival.,Randy M.,5,3,1,1,0,0,0,0,0
 Invalid date,Bring cash.   Credit cards not readily accepted,Anne,5,21,6,1,1,0,0,0,0
 Invalid date,"Look through everything, then go back to buy.",Laura P.,5,1,1,1,0,0,0,0,0
 Invalid date,Wear comfortable shoes. Make sure you have a hearty lunch because you can choose to sample quite a bit of wine!,Belinda G.,5,8,7,1,0,0,1,0,0
 Invalid date,Go early taste everything u can before buying anythin as u may walk further and feel like u like somehing else better. There's a lot of homemade dips and salad dressings and cookies too,Mehernaz B.,5,4,4,1,0,0,1,0,0
 Invalid date,Don't rush enjoy the day and all the wineries.  It was a great day the people were all wonderful.,Cathy R.,5,1,1,1,0,0,0,0,0
 Invalid date,The festival itself is wonderful but very long waits at the wine pick-up service at the end of the day can test your patience.,Jennifer B.,5,1,1,1,0,1,0,0,0
 Invalid date,get there early,Alex R.,5,1,1,1,0,0,0,0,0
 Invalid date,Saturday is more crowded than Sunday.  It is better to go on Sunday.,Rozlyn K.,5,1,1,1,0,0,0,1,0
 Invalid date,"no, the FEST was AMAZING!!!  I attend every year and plan to next year!",Heather L.,5,2,1,1,0,0,0,0,0
 Invalid date,Get there early,Tori S.,5,4,4,1,0,0,0,0,0
 Invalid date,Groupon is the way to go! The gate price is outrageous.,Alice W.,5,2,1,1,1,0,0,0,0
 Invalid date,Bring address labels for wine pickup tent.,Scott C.,5,1,1,1,0,0,1,0,1
 Invalid date,Great time !!!,Maryann F.,5,9,7,1,0,0,0,0,0
 Invalid date,I had a wonderful time!,Michele M.,5,8,2,1,0,0,0,0,0
 Invalid date,It's a great annual event to get to know New York State wines which are becoming quite legitimate.,Eileen F.,5,1,1,1,0,0,0,1,0
 Invalid date,Make sure you take a designated driver.,Cynthia R.,5,2,1,1,0,0,0,0,0
 Invalid date,Eat before hand. Bring more money than you initially planned on because the gourmet products are too good to not bring home. You may want to plan on going both days.,Cassandra C.,5,8,6,1,1,0,1,0,0
 Invalid date,Great day,Patrick T.,5,14,4,1,0,0,0,0,0
 Invalid date,"It is a very enjoyable experience, but even more so when the Setpember temperatures are ""cooler""!",Gary S.,5,2,2,1,0,0,0,0,0
 Invalid date,I have been attending this event every year for teh past 6 years.  It is a great time and I always buy various amounts of the wines (usually at least a case.  Each year it seem to geow in poipularity and attendees,Angelo M.,5,6,2,1,0,0,1,0,0
 Invalid date,There seemed to be many fewer wineries this year than 2 years ago. It was still a good time,Robert H.,5,1,1,1,0,0,1,0,0
 Invalid date,This was such a fantastic event - we bought so much wine and tried so many new things!,Dana F.,5,66,34,1,0,0,1,1,0
 Invalid date,Great time and a great deal.,Nicole M.,5,1,1,1,0,0,0,0,0
 Invalid date,It was a great intro to ny wines and foods. Had a terrific time,Thomas M.,5,2,1,1,0,0,1,0,0
 Invalid date,"Although it was a good idea, do not utilize the offer to buy the wine a then pick up at the tent, it took an hour online for me to get my bottles, it would have been easier to purchase and carry out when I was getting ready to head home.",Melissa D.,5,1,1,1,0,0,1,0,0
 Invalid date,Fun time! Go early to avoid crowds ;),Kenneth H.,5,2,2,1,0,0,0,1,0
 Invalid date,"Get there early, it gets crowded but wait times at the many wineries for tasting was minimal.",TIM M.,5,1,1,1,0,0,1,1,0
 Invalid date,wear comfy shoes,John D.,5,1,1,1,0,0,0,0,0
 Invalid date,Fun event and well worth the price.,Margaret F.,5,29,5,1,1,0,0,0,0
 Invalid date,Drink water... Lots of water.,Jesse B.,5,1,1,1,0,0,1,0,0
 Invalid date,"If you want a really great day, make sure you attend this next year.  It's too bad they don't have them a couple of times a year. Awesome",Allison T.,5,2,2,1,0,0,0,0,0
 Invalid date,Great event for wine and food lovers,Glenn N.,5,2,1,1,0,0,1,0,0
 Invalid date,Great Day! Wear comfortable shoes. Last year we attended on Saturday - this year Sunday. I would recommend Sunday - less crowded.,Deborah F.,5,1,1,1,0,0,0,0,0
 Invalid date,It is a wonderful festival but you should definitely take two days to enjoy it fully.,Jan R.,5,3,2,1,0,0,0,0,0
 Invalid date,The groupon ticket was a great deal and the event was a lot of fun,Peri H.,5,2,1,1,1,0,0,1,0
 Invalid date,Go early. It is really crowded. Last year was crowded but nothing compared with this year. The crowd flow was not managed well at all so we missed a number of merchants.,Linda W.,5,5,4,1,0,0,0,1,0
 Invalid date,it was awesome :),Brandon M.,5,1,1,1,0,0,0,0,0
 Invalid date,It was very nice we enjoyed it!  Definitely looking forward to it next year.,Abril D.,5,1,1,1,0,0,0,0,0
 Invalid date,Great place well organized,Ann B.,5,10,4,1,0,0,0,0,1
 Invalid date,Great event and groupon was worth every penny.  BIG PRICE DIFFERENCE,Randy S.,5,2,2,1,1,0,0,1,0
 Invalid date,Bring a rolling bag,Emani W.,5,1,1,1,0,0,0,0,0
 Invalid date,I enjoyed the wine fest with my husband,Jessica C.,5,1,1,1,0,0,1,0,0
 Invalid date,Always a great time!!!,Elaine F.,5,1,1,1,0,0,0,0,0
 Invalid date,It was so much fun and a great way to experience some delicious wine,Jaclyn F.,5,3,2,1,0,0,1,0,0
 Invalid date,Loved to see on groupon!,Christine,5,22,6,1,1,0,0,0,0
 Invalid date,Good fun!  Plenty of vendors!,Kathi W.,5,2,1,1,0,1,0,0,0
 Invalid date,Dont miss it!,Heather S.,5,2,1,1,0,0,0,0,0
 Invalid date,"Prior to attending the event, research which vendors will be there.  That way yiu won't miss anything!",Fernando C.,5,1,1,1,0,1,0,0,0
 Invalid date,"It was a great time. Lots to try and buy, and plenty of choices. Good people and a very nice place.",Karina F.,5,2,2,1,0,0,1,1,1
 Invalid date,Awesome!,Dina M.,5,27,5,1,0,0,0,0,0
 Invalid date,Make sure to put your food n drink  tickets in a secure place lol and bring cash. Great vendors!,Erica C.,5,8,1,1,1,1,1,1,1
 Invalid date,"Great time! Plenty of vendors. I just wish there was more space to walk around. It got very, very crowded later on in the day.",Kendra K.,5,2,2,1,0,1,0,1,0
 Invalid date,A great experience!!!  So much to see and sample!  Will definitely return,Kris H.,5,2,1,1,0,0,0,0,0
" September 11, 2017",It was interesting experience.,Lidia S.,1,5,2,1,0,0,0,0,0
" September 12, 2016",It was not a real wine tasting as was suggested. The wine was given in teaspoons size and too many crowds,Chinyere O.,1,57,30,0,0,0,1,0,0
" September 14, 2017",Wines were way too expensive. We had been going last  five years.  This year less wine merchants and higher prices. W won't be going back. But it is a lovely get away if you want to get out for the day and try some local vineyards.,Adrienne T.,2,3,2,0,0,0,1,0,0
" September 12, 2016","wine, food and drinks are overpriced. You would expect reasonable priced products if you are paying for admission fee",Fidencio C.,2,6,1,0,0,0,1,0,0
" September 12, 2016","very crowded, most times you couldn't get close enough to taste all the brands you wanted to.  Also, last year the beer tasting was in its own tent with many, many different types to choose from and we got our own beer glass.  This year I still paid extra to test the beers and it was in the food tent with as little as 5 or 6 beers to test.  Very disappointing.  I am very happy I took advantage of the savings at groupon for this, otherwise, I would have really been dissatisfied.  Also, the free Verizon bags were ripping and where people had placed their wine bottles that they purchased, fell out of the bags and were in danger of breaking on the pavement.  Thank you, Verizon for supplying the bags, but they should be ale to support a little more weight than the papers you stuffed in them.",Lucy E.,2,4,3,0,1,1,1,1,0
 Invalid date,"The pick up area needs to be more organized.I waited over an hour for my purchases and they lost one of them. So with all the the years in the past pretty good memories, My favorite was at Craig Farm much enjoyable! Way To commercialized for me",Patricia C.,1,1,1,0,0,0,0,0,0
 Invalid date,It seemed very unorganized. The wine pick up line was over an hour for us and it looked like after we picked ours up the line doubled. We were disappointed and will not return.,Kerri D.,1,1,1,0,0,1,1,0,0
 Invalid date,"The wine offerings were extensive and I'm sure satisfied everyones tastes. However, the food venders did not seem much better than what you would find at a flea market.",Wanda L.,1,7,5,1,0,1,1,0,0
 Invalid date,When I checked out the site prior to purchasing the groupon it was rather misleading. The food prices were way to expensive. You could buy the little food coupons for a dollar a piece at the venue. It was said on the site that most of the food was between $1.00 - $5.00 when in reality the average lunch items were priced at $11.00. With all the wine samples I felt it was very irresponsible that the food prices were so outrageous. I had to forgo a lot of the wine samples because I could not afford more food and I did not want to become overly intoxicated. Plus it really cut into the money I had allotted to buy bottles of wine from the vendors.,Tracie R.,1,2,2,1,1,0,0,0,0
 Invalid date,I was hoping for local restaurants to showcase their craft but was disappointed that there were only a few venders selling dips and condiments. Also thought the demonstrates could have been on a higher level of culinary arts.,Vanessa S.,1,2,2,1,0,1,0,0,0
 Invalid date,More wine! Their were less wineries this year,Jennifer G.,1,2,1,1,0,0,1,0,0
 Invalid date,I think the Hudson valley wine and food fest is such a great idea however it is executed very poorly. I feel the fest should be more about educating people of the local wines and giving us an enjoyable experience instead it felt like a battle and competition as to who could drink the most wine. We also checked our wine and it took us over an hour to pick it up! we not only missed our bus back to the metro north station that come very infrequently. I don't think I will go back to the fest again.,Larissa F.,1,1,1,1,0,0,1,0,0
 Invalid date,"Too many people and complete chaos trying to get wine you purchase at end. Poorly organized now, and I may not return.",Dawn S.,1,2,1,1,0,0,1,1,0
 Invalid date,We expected more interesting food choices -- like local restaurants. Also too much of a mob scene,Greg D.,1,4,2,1,0,0,0,0,0
 Invalid date,food was expensive not great too much wine no food to sample,Patricia S.,1,1,1,0,0,0,1,0,0
 Invalid date,Was expecting a better selection of food in the food tent.,Melissa V.,1,4,1,1,0,0,1,0,0
 Invalid date,Festival was on a large peice of land yet the space used was very small,Jeff B.,1,5,2,1,0,0,0,1,0
