Date,Description,Name,Reting,rating_count,reviews_count,label,noun,adjective
" October 9, 2017",Had an amazing evening Rob was perfect very knowledgeable and funny.  Enjoyed myself so much I booked the craft and shoots classes also . Love Rob !!! Lol,Carmen F.,4,3,3,1,evening,"amazing,funny,knowledgeable"
" September 24, 2017",something different..great time!!,Dana G.,5,1,1,1,time,great
" September 22, 2017",I went with my girlfriend for the sangria making challenge it was really amazing we learn a lot and we had fun Rob is so much fun. I'm definitely going back for more of what Rob has to offer.,Henry S.,5,2,1,1,girlfriend,amazing
" September 19, 2017","Had so much fun at the wine and chocolate pairing. Rob was not only informative but made the whole experience perfect. Not to mention, the wine and chocolate were delicious. Definitely recommend!",Dana D.,5,6,3,1,"wine,experience","informative,perfect,delicious"
" September 1, 2017","For those who are not sure if this class will be worth your money and time, please be assured it is worth every dime you spend and the time you invest.  Rob has one of the largest personalities I have met and he is full of knowledge.  Bring a friend with you and I guarantee you will come back for more classes in the future.  Rob I am hoping for the best for you .  Good luck my friend.

Kelvin Gordon El",Kelvin G.,5,8,1,1,"class,knowledge",
" August 21, 2017",Great set up and instructor friendly enviorment. Loved that we got hands on practice  making the drinks. Drinks were delicious  and I learned a lot.Can't wait to go back for the craft beer tasting and wine and cheese tasting. Good date idea or outing with friends. May wanna uber to classes to be on the safe side you will get a little tipsy. Good location resturaunts with in walking distance.,Laura J.,5,5,1,1,"environment,drink","friendly,delicious"
" August 19, 2017",Rob was a friggin riot. This is my second time here now for the wine and cheese. He was so funny and was a laugh a minute. Taught me in an easy way how to pair different affordable wines and great cheeses. Quaint place and very much a man cave dedicated to the Red Sox. Great time !!!,Jennifer D.,5,2,2,1,"riot,wine","friggin,funny"
" August 7, 2017","Rob is the man! This was our second visit. Did Wine and cheese tasting now Sangria making. Next up, Chocolate and champagne! Go Jets!",Orlando M.,5,1,1,1,"visit,tasting",
" August 2, 2017",Had so much fun making sangria!,Katherine L.,5,2,2,1,fun,
" August 1, 2017",The class was hands on and a lot of fun!  We had a great time learning from Rob and walked away with so many delicious sangria recipes.,Carlyn J.,5,1,1,1,"class,time","great,delicious"
" July 30, 2017",Very fun event.  Great for a group or date night!,Susan,5,16,14,1,"event,night",great
" July 24, 2017",I've been to bar academy 101 twice.  We had so much fun at the sangria class,Jennifer M.,5,20,7,1,"fun,class",
" July 24, 2017",Rob was super nice.  I was nervous about bartending when I came in and very comfortable when I left. I learned a lot.,Karen M.,5,2,1,1,,"nice,nervous,comfortable"
" July 16, 2017",This exceeded my expectations! Robert is very knowledgeable and is a wonderful teacher.,Yuky A.,5,11,6,1,"expectations,teacher","wonderful,knowledgeable"
" July 15, 2017",Cute place.. fun and Rob is amazing!!,Natalie S.,4,2,1,1,place,amazing
" July 9, 2017",Omg let me just say amazing rob I love you man we had so much fun and learned a lot. I'm sure we will be back with a bunch of people next time,Anthony S.,5,1,1,1,fun,amazing
" July 9, 2017","this is the perfect event for a girls night out, or even a date. the class is extremely fun and you meet a lot of great people. I can't wait to go back!",Ashley B.,5,3,2,1,"event,class","perfect,great"
" July 7, 2017",This was such an amazing experience! Loved it. We'll definitely be back!,Tamare M.,5,7,3,1,experience,amazing
" July 2, 2017",Love this place. Attended my second class on Father's Day- wine and cheese tasting. The owner makes everyone feel comfortable and makes sure you have a good time.,Kerry B.,5,28,17,1,"owner,time","comfortable,good"
" June 22, 2017",Great time! Rob was great and u get plenty of wine !,Cristina G.,5,5,4,1,"time,wine",great
" June 21, 2017",Such a great experience! Loved the fact that he is also a Boston sports lover :) I highly reccomend this tasting!,Jaclyn,5,1,1,1,"tasting,experience",great
" June 21, 2017",It was great talking to him over the p,Sade A.,5,9,3,1,talking,great
" June 20, 2017","Rob did an excellent job of using his many years of bartending experience to give us the skills necessary to be successful in the bartending industry.  I was amazed at how  much I learned in just two days.

With their job placement, I started working at a very high end banquet facility and was upgraded to working in their nightclub on Fridays and Saturdays. None of that would have been possible without Rob and his team at Bar Academy 101. Thanks Rob!",Darrell G.,5,1,1,1,"job,experience","excellent,successful"
" May 13, 2017",We had a great time! Rob definitely knew what he was talking about and kept us laughing all night.,Alicia R.,5,17,4,1,time,great
" April 29, 2017",The owner of this place is awesome and makes a great class! I will definitely go back!,Guinevere S.,5,113,58,1,"class,owner","awesome,great"
" April 21, 2017",Great time! Friendly and informative instructor. Great wine and chocolate pairings,Alexandra Z.,5,8,4,1,"time,instructor,wine","great,friendly,informative"
" April 20, 2017",Had a great time at sip and paint...will definitively go back!,Giovana R.,5,3,1,1,time,great
" April 2, 2017",It was delicious. Me and my boyfriend test something different and new for us .we had great time.,Ania S.,5,13,9,1,"boyfriend,time","delicious,great"
" March 29, 2017",The most down to earth amazing guy ever I'm so happy to take lessons from him,Krystal R.,5,1,1,1,"guy,lessons","amazing,happy"
" March 25, 2017","We had a party of 8 and we had an awesome time although the owner is a Patriots fan, lol....no seriously it was a great experience and I would do it again!",Alexis B.,5,1,1,1,"time,owner,experience","awesome,great"
" March 18, 2017",One of the best wine tasting experiences. It's a lot of fun. Not pretentious. It's a great activity for a girls night or date night.,Daveena C.,5,11,5,1,"experiences,activity","tasting,great"
" March 6, 2017","Took a Bartending Class with Rob over the weekend and I must say it was really great. Robs personality alone made the class more enjoyable, has over 20 years of bartending experience and is very knowledgeable. I  would totally recommend this class to anyone interested in starting a career in bartending. It was a great time and a great way to meet new people.",Tallibah P.,5,2,2,1,"class,experience","great,enjoyable,knowledgeable"
" March 2, 2017",We did the wine and cheese and everything was paired really well in my opinion! Great instructer and it was a funny time.,Sharal S.,5,2,1,1,"instructor,time","great,funny"
" February 26, 2017",It was amazing will continue to attend their classes,Jen C.,5,22,16,1,classes,amazing
" February 17, 2017",Rob was very hospitable he really knows how to entertain his crowd. The class was very enjoyable.,Chris,5,3,2,1,classes,"hospitable,enjoyable"
" February 15, 2017",Amazing date night event. Rob was very attentive and very passionate about what he does. Definitely gonna be doing one of his bartending classes.,Diego J.,5,1,1,1,"event,classes","amazing,attentive"
" February 7, 2017","The host was great, knowledgeable and entertaining.Downsides were: 1)the amount of chocolate you get is tiny( especially when you look at the amounts the cheese and wine groups get); You only get a tiny piece with each wine pairing and 2) i think it would have been more enjoyable to join the tables together so that we can all share, socialize and less waiting in between.",Maria R.,4,3,2,1,host,"great,knowledgeable"
" January 25, 2017",Highly recommend !!! Rob was great. Class was very fun. I would take it again if I could !,Shakira G.,5,1,1,1,class,"fun,great"
" January 7, 2017",Great class fun and informative,Tanisha L.,5,7,5,1,class,informative
" December 21, 2016","This is really basic wine & cheese tasting. If you're expecting anything more, you will be disappointed. Rob, owner & host is extremely genial. The set up (multiple small bar tables) & different classes going on concurrently in same space don't leave much opportunity for interaction among guests which might help the experience. We went on a Sunday which helps with parking in Montclair. If you keep your expectations in check and aren't too familiar with wines & cheeses, you are likely to enjoy this class.",Bonnie M.,3,16,12,1,"tasting,owner,host",basic
" November 28, 2016",It was laid back and a lot of fun. I would definitely go back.,Apollonia P.,5,2,2,1,fun,
" November 17, 2016",Had a great time! Rob explained the pairing of the chocolate and wine with great passion!,Rosanne M.,5,4,1,1,time,great
" November 17, 2016",Rob was very informative. He knows his ctaft,Elsa F.,5,10,5,1,,informative
" October 29, 2016",Fantastic night out. The host robert was cordial and very funny ( in a good way ) taught me a few things and I would definitely recommend this place for a great night out !!!,Robert T.,5,19,8,1,"night,host","fantastic,funny"
" September 12, 2016","I did the craft beer tasting. Rob was AWESOME. I learned a lot and tried new things. He's got a heavy pour, making it much more than a taste!  He made me feel really comfortable giving us time to just hang out with a beer for a while before we got the next one. There were a few other groups doing different events, and it was nice to have our own table while he poured away. Definitely recommend !",Nicole S.,5,3,2,1,tasting,"awesome,comfortable"
" July 18, 2016",Great learning experience and great teacher Rob.,Chris R.,5,2,1,1,"experience,teacher",great
" May 4, 2016",fun class.   Highly recommond,Teresa W.,5,1,1,1,class,fun
" April 20, 2016",Very helpful! Excited for the class,Lynese R.,5,2,2,1,class,helpful
" April 17, 2016",had fun doing this! definitely something different to do on a saturday night and met a bunch of cool people!,Danielle F.,5,15,4,1,"fun,night",
" April 15, 2016",Rob is amazing! He really encourages you to understand the nuances of being a great bartender. He's patient and extremely knowledgable.,Ritzie L.,5,3,1,1,bartender,"great,amazing"
" March 16, 2016","Robert was very friendly, funny and great!",Maralyn,5,4,1,1,,"friendly,funny,great"
" February 22, 2016",Great place & had lots of fun I did the glass painting class & I've signed up for the bartending class ! I'm so excited,Zakeea L.,5,8,2,1,"place,fun",great
" February 15, 2016",Great time.,Robert T.,5,19,8,1,time,great
" January 3, 2016",Best experience ever ! The owner is amazing very kind and will work with you anytime. Loved everything !,Ivori J.,5,5,1,1,"experience,owner","best,amazing"
" November 20, 2015",Bring your friends for a wonderful painting experience,Tai J.,5,1,1,1,experience,wonderful
" November 16, 2015","Eat, drink and be merry!",Andrea V.,5,57,48,1,,merry
 Invalid date,Awesome experience.,Sandra E.,5,5,1,1,experience,awesome
 Invalid date,Make sure you come with an open mind. Rob is very knowledgeable and does a very good job of explaining his pairings and tastings. You'll definitely learn a thing or two.,Nick S.,5,2,1,1,"job,tastings","knowledgeable,good"
" March 20, 2015",The experience was ok. Do I think I would return no.,Latonya P.,5,14,9,1,experience,
 Invalid date,"Rob is Friendly, knowledgeable, a great time with family and friends!",Angela R.,5,1,1,1,time,"great,friendly,knowledgeable"
 Invalid date,So much fun!,Jennifer M.,5,19,15,1,fun,
 Invalid date,Awesome place & staff!,Angel R.,5,1,1,1,"place,staff",awesome
 Invalid date,"It was a fun painting experience, I would do it again just won't forget my wine next time.",Tonesha R.,5,10,4,1,experience,painting
 Invalid date,I had a great time.  The host/owner was knowledgeable and had a nice personality.,Jennifer M.,5,20,7,1,"time,host,owner","great,knowledgeable"
 Invalid date,Very informative and excellent selection of wines.,Catherine Z.,5,8,6,1,wines,"informative,excellent"
 Invalid date,Try it,Josefina A.,5,2,2,1,,
 Invalid date,"A lot of stuff to learn and know within 2days.
Very good clasd.",LaToya E.,5,4,4,1,"stuff,clasd",good
 Invalid date,Nice event,Tiffany H.,5,3,1,1,event,nice
 Invalid date,Robert is great!  Lots of fun and makes great pairings of wine and chocolate.  Go there prepared to learn and have fun! :),Loralyn M.,5,40,27,1,"fun,wine,chocolate",great
 Invalid date,"Fun, really hands on learning then making a number of drinks (not really for consumption).  Rob the owner/teacher is a nice guy and there were people of all ages who came.",Chris M.,5,9,5,1,"drinks,owner",nice
 Invalid date,This course has excellent hands on training. The instructor is great. I would recommend this to anyone interested in learning the basics. Great stuff...,Thomas S.,5,1,1,1,"course,instructor","excellent,great"
 Invalid date,Quality service,Cordelia R.,5,2,1,1,service,quality
 Invalid date,good . parking is convenient.,Evie M.,5,5,3,1,parking,"good,convenient"
 Invalid date,"When entering, the place (lobby and stairs) looks pretty grim.  But once inside, its a cool place.  Robert is nice and knows his stuff.",Raghuveer V.,5,5,2,1,place,"grim,cool,nice"
 Invalid date,"Great place to learn, and everything is hands on",Sumit B.,5,1,1,1,place,great
 Invalid date,"Had a great time, informative and fun.  Good for friends, couples, anyone looking for something interesting to do.  Cool decor, good music.",Renee Z.,5,32,4,1,time,"great,informative,fun"
 Invalid date,Sit close to the bar- very hard to hear the instructor talking.,Christine S.,5,6,3,1,bar,hard
 Invalid date,It's fun and you learn a lot by hands on. I would recommend to a friend.,Jason G.,5,4,3,1,friend,fun
 Invalid date,Great place,Robert M.,5,3,1,0,place,great
 Invalid date,"great place, wonderful staff, fun atmosphere!",Linda K.,5,17,11,1,"place,staff,atmosphere","great,wonderful,fun"
 Invalid date,Nice guy and great class,Rachel L.,5,1,1,1,"guy,class","nice,great"
 Invalid date,Be social and bring a friend or two.,Arthur H.,5,1,1,1,friend,social
 Invalid date,"Bar Academy 101 was a fun and interesting experience. Our group was able to sample many different beers, many of which we probably never would have if not for this experience. The bartender/owner was very funny made for a delightful time. I would definitely recommend this to others.",James F.,5,2,1,1,"experience,owner","interesting,funny"
 Invalid date,Rob was a very fun and knowledgable guy!,Ann H.,5,2,1,1,guy,"fun,knowledgeable"
 Invalid date,The class was great! Learnt a lot! And Rob was very knowledgable and easy and fun to work with.,Li Y.,5,2,1,1,class,"great,knowledgeable"
 Invalid date,I bought this Groupon as a gift for my wife who's interested in learning about mixing drinks. She attended the first session of two and really enjoyed it. She's looking forward to her second session.,Jamal S.,5,5,5,1,groupon,interested
 Invalid date,Great class taught by a very knowledgeable person. He had REAL WORLD advise!,Dena C.,5,12,4,1,"class,person","great,knowledgeable"
 Invalid date,Definitely will be returning to Bar Academy!,Michelle E.,5,24,3,1,academy,
 Invalid date,I had a great time at BAR Academy 101. Robert was a great instructor and opened my eyes up to a possible future with bar tending or even owning a bar. Thanks Robert =),Nadean S.,5,3,3,1,"time,instructor",great
 Invalid date,Fabulous time. He knows a lot about beer.,Colleen L.,5,1,1,1,"time,beer",fabulous
 Invalid date,"It was really fun and laid-back, a cool place I never would have discovered if it weren't for Groupon!",Kara W.,5,9,5,1,place,cool
 Invalid date,My brother and I bought the tasting for my father for Father's Day gift. The three of us had a great time! The wide range of beers available to taste was very impressive and his knowledge of the ones we tastes was impressive. He joked around with the customers and made the night very enjoyable for not only the three of us but the entire room. I would defiantly do it again and I know my brother and father would as well!!,Chris B.,5,1,1,1,"tasting,time",great
 Invalid date,We did the craft beer tasting and had so much fun! Good times!,Jamie G.,5,9,2,1,"beer,fun,times","tasting,good"
 Invalid date,It was a fun experience,Scott B.,5,4,1,1,experience,fun
 Invalid date,"Robert was excellent teacher ,answered all questions helped with hands on , and I would recommend this class (acadamy 101) to Everyone ..",Nocole B.,5,1,1,1,teacher,excellent
 Invalid date,The class was alot of fun!  I'm looking forward to going back (with or without a groupon).,Jessica Z.,5,1,1,1,class,
 Invalid date,Loved it!,Natasha R.,5,5,3,1,,
 Invalid date,The instructor was very personable amd professional .,Sharron C.,5,1,1,1,instructor,"personable,professional"
 Invalid date,Very casual.  For the price they could have more food.  The person running the tasting was very interesting and informative.  It was an interesting choice of wines and his reasons for picking the choices.  He made the event..,Susan C.,5,21,13,1,"price,food","casual,interesting"
 Invalid date,Went here because of my girlfriend but had a great experience. Dat guy teaching was really down to earth and made it a great experience,Ruben O.,5,1,1,1,experience,great
 Invalid date,Very helpful and informative.,Scott E.,5,1,1,1,,"helpful,informative"
 Invalid date,We had a great time at Bar Academy 101!,Michele L.,5,2,2,1,time,great
 Invalid date,I had a wonderful experience and would definitely recommend anyone I could.,Julia B.,5,3,2,1,experience,wonderful
 Invalid date,excellent instructors,Gina L S.,5,8,4,1,instructors,excellent
 Invalid date,Very profesional,Evelyn J.,5,1,1,1,,professional
 Invalid date,This groupon was for my son and he found that it was extremely helpful and they let you go back to refresh when you like.,Griselda S.,5,31,24,1,groupon,helpful
 Invalid date,Very good and very informative,Joseph J.,5,2,1,1,,"good,informative"
 Invalid date,I thought the two day lesson was a great experiance.,Christine R.,5,3,2,1,experience,great
" February 2, 2017","Old and gross, stay home.",Remi M.,1,27,10,1,,"old,gross"
" September 19, 2016","I had really high hopes for the wine and cheese class I read so many great reviews and my friend who came with me had been to the craft beer tasting 2 years ago and said it was amazing.  Unfortunately, this event was such a let down and my friend and I were so disappointed. Robert, the owner, gave a pretty bravado 10 minute speech in the beginning about how he modeled the class off of NYC tastings he attended.  He said he wanted to sway our opinions on certain types of wines, which I was eager to see him try to do. But we quickly realized he was just all talk that night. 1) the only information we received on the wine we were drinking and what kind of cheese to try it with was from a printed handout, rather than from the mouth of the expert who was standing right there.  2) We were given four pretty basic types of cheese all at once, and their quality was sup-par. 3) the splashes of wine we got every 20-25 minutes were just alright, but nothing that interesting or unique.  4)Robert was not in the room most of the night and seemed really distracted. After sensing our disappointment with the whole experience, he proceeded to make a few different excuses as to why it was an ""off"" night for him. I'm sorry, I understand life happens, but I work in customer service too, and if someone spent $50 of their hard earned money on me I would try to give them the quality and experience they deserved. The whole evening felt half-assed, and I think some of the other people felt it as well.  I was expecting an interesting, fact filled 2 hours, where I would try new types of wine and cheese.  What little we got was so far from that.  I hope real NYC tastings are nothing like this.  The next day I got an apology text from Robert which pretty much perfectly sums up the evening.",Carly M.,2,11,9,1,"hopes,wine,class","great,amazing,disappointed"
" February 15, 2016",SCAM. The discount is a LIE. They lied to Groupon and to YOU about their normal price  so as to appear that you were getting a greater discount than what is available to any other retail customer.,Scott M.,1,2,2,1,"discount,groupon,price","normal,greater"
 Invalid date,"Very grossed out when bar tender/ lecturer rinsed her own glass wwith clear water ( no soap) for us to use. She also didn't know a lot about wine, wasn't at all professional. First wine tasting I've been to which didn't make glasses or bottles of water available. The cheese ""pairings"" were a small plate of cubed cheeses. There were price tags on the bottom of the wine glasses. Very disappointed and the wines were pretty bad.",Cary D.,1,1,1,0,"water,wine","professional,disappointed"
" July 18, 2017","Offered less than half of the beers on the ""tasting list.""  Rob did not have enough of 1 of the beers for our group to taste so poured out the remaining beer from a previous bottle we sampled as the solution rather than offer alternative options.  Alagash White, an Ithaca beer and Sierra Nevada were what he chose for the group.  Nothing not typically found at the grocery store.",Ross B.,2,1,1,0,"beers,options",alternative
" April 19, 2016","I wasn't able to book a spot at the wine and chocolate pairing class, because no one ever answered the phone. Also, no one responded to the message I left on their answering machine. There's no option for online appointments either.",Teodora I.,1,21,4,0,"wine,class",
" April 8, 2016",We did the craft beer tasting,Harshad V.,1,2,2,1,tasting,
 Invalid date,"The photo presented in no way represents what you actually receive.  The photo show's what appears to be international cheese as opposed to what you actually get which is very cheap american cheeses. Muenster, sharp cheddar and pepper jack. There were no olives or grapes like the photo presents.  Paid $109 for 4 people. That's $27 pp.  Such a rip-off!  This tasting is worth $15 dollars max. In the ad it is presented as a $240. value for 4 people. Get OUT OF TOWN! Such a joke! That's crazy! 
I should receive a full refund but in this case I will accept a 50% refund since the wines were ok. Misrepresentation. 
See ad below.

https://www.groupon.com/deals/bar-academy-101-2-19",Joseph D.,1,9,1,0,"photo,cheeses,tasting",international
 Invalid date,Very different from what we expected. Experience was much like a long slow college lecture. Instructor informed us he doesnt drink beer- would have been nice to have someone enthusiastic about beer speaking to us.,Shannon B.,1,7,5,0,"experience,instructor",nice
 Invalid date,Having a hard time contacting Robert to set an appt. we have date in 2 weeks and will determine money value at that time,Richard C.,1,4,3,0,time,hard
 Invalid date,The beer was warm and the bar tender kept leaving as well as had no knowledge about the beer.,Sandra B.,1,6,1,0,"beer,bar",warm
 Invalid date,"I was extremely excited to try this experience out with my friends. The concept was great, the space was great, but the experience was terrible. There was no explanation of how the night was going to go. English was definitely not the ""instructors"" native language so it was really hard to understand what he was saying. There was no enthusiasm in the whole experience. I would definitely not recommend this experience to anyone since it was extremely boring and uneventful.",Francis S.,1,1,1,0,"experience,concept,space","great,terrible"
 Invalid date,"First off, the place does not have a professional feel; it feels like someone's home living room.  More importantly, for the service that was provided, even ~$30 per person was overpriced (and the normal price is apparently ~$100 per person).  At bars that provide them, I can get two flights that add up to more beer than was served during the tasting and it would still be cheaper than the Groupon price.  Don't get me wrong, the variety and selection of craft brews served was great; however, it is absolutely not worth the prices they're charging.  I've gone to exceptional whisky tastings (top shelf stuff) that serve a gourmet meal with the tasting and even they only charge $50-70 per person.",Chris Z.,1,1,1,0,"place,feel,serivce","professional,overpriced"
 Invalid date,fun night but presentation was a bit dry and boring.  also handouts for the selected wines would have been helpful.,Kelly S.,1,4,3,0,presentation,"dry,boring"
 Invalid date,"Really hot inside, bathroom lacked cleanliness, obscure building",Callan,1,4,2,0,"bathroom,building,cleanliness",obscure
 Invalid date,"We thought the Groupon said it included matching cheeses to the different wines we were tasting.  Very little to nibble on.  And a little chilly when we first got there temperature wise.
We did have a nice time though.  The owners  were very nice, friendly and informative.",Geralyn G.,1,2,1,0,"groupon,time,owners","little,nice,friendly"
